case_name,geom_name,B1,B2,B3,C1,C2,C3,C4,S1,S2,S3,alt_kft,Re,M_inf,alpha_deg,beta_deg,CD,CL,Cmy
case_8683,geom_868,136.5,129.7,594.7,1000.0,848.6,271.4,74.98,57.71,43.31,39.27,36.8,4072000.0,0.1057,18.35,0.0,0.1045,0.475462,-0.226821
case_8684,geom_868,136.5,129.7,594.7,1000.0,848.6,271.4,74.98,57.71,43.31,39.27,1.93,31920000.0,0.4901,8.588,0.0,0.0247158,0.288708,-0.139115
case_8685,geom_868,136.5,129.7,594.7,1000.0,848.6,271.4,74.98,57.71,43.31,39.27,12.61,8711000.0,0.0548,0.3345,0.0,0.0285867,0.0182096,-0.00932163
case_8686,geom_868,136.5,129.7,594.7,1000.0,848.6,271.4,74.98,57.71,43.31,39.27,17.55,20390000.0,0.2308,4.486,0.0,0.0121092,0.157163,-0.078398
case_8687,geom_868,136.5,129.7,594.7,1000.0,848.6,271.4,74.98,57.71,43.31,39.27,10.55,13100000.0,0.3793,-3.448,0.0,0.00971071,-0.106633,0.0521467
case_8688,geom_868,136.5,129.7,594.7,1000.0,848.6,271.4,74.98,57.71,43.31,39.27,28.83,7303000.0,0.1529,-8.778,0.0,0.0264183,-0.267988,0.130684
case_8689,geom_868,136.5,129.7,594.7,1000.0,848.6,271.4,74.98,57.71,43.31,39.27,4.583,5361000.0,0.4219,14.81,0.0,0.0662547,0.396093,-0.185315
case_8690,geom_869,105.4,167.4,493.3,1000.0,750.4,223.9,83.24,57.44,50.66,37.05,14.31,20550000.0,0.3508,-1.037,0.0,0.00500344,-0.0234554,0.0106277
case_8691,geom_869,105.4,167.4,493.3,1000.0,750.4,223.9,83.24,57.44,50.66,37.05,2.645,28170000.0,0.141,-6.241,0.0,0.015559,-0.160941,0.0751364
case_8692,geom_869,105.4,167.4,493.3,1000.0,750.4,223.9,83.24,57.44,50.66,37.05,30.63,763200.0,0.113,9.931,0.0,0.0322226,0.246416,-0.114489
case_8693,geom_869,105.4,167.4,493.3,1000.0,750.4,223.9,83.24,57.44,50.66,37.05,19.16,26300000.0,0.4322,-0.8654,0.0,0.0044439,-0.0189943,0.00851847
case_8694,geom_869,105.4,167.4,493.3,1000.0,750.4,223.9,83.24,57.44,50.66,37.05,22.92,4066000.0,0.2471,18.16,0.0,0.074068,0.366135,-0.164477
case_8695,geom_869,105.4,167.4,493.3,1000.0,750.4,223.9,83.24,57.44,50.66,37.05,35.58,4070000.0,0.08927,5.536,0.0,0.0213936,0.15025,-0.0709525
case_8697,geom_869,105.4,167.4,493.3,1000.0,750.4,223.9,83.24,57.44,50.66,37.05,36.08,17480000.0,0.3114,15.45,0.0,0.0652035,0.286156,-0.127665
case_8698,geom_869,105.4,167.4,493.3,1000.0,750.4,223.9,83.24,57.44,50.66,37.05,9.667,57910000.0,0.4775,13.26,0.0,0.049957,0.248824,-0.109935
case_8699,geom_869,105.4,167.4,493.3,1000.0,750.4,223.9,83.24,57.44,50.66,37.05,7.237,10000000.0,0.1968,4.878,0.0,0.0132306,0.134462,-0.0636006
case_8700,geom_870,125.5,144.8,556.0,1000.0,741.7,240.6,62.12,50.3,54.97,39.13,9.171,76140000.0,0.449,19.45,0.0,0.110583,0.346104,-0.161902
case_8701,geom_870,125.5,144.8,556.0,1000.0,741.7,240.6,62.12,50.3,54.97,39.13,12.95,1635000.0,0.1209,5.006,0.0,0.0190612,0.143315,-0.0687563
case_8702,geom_870,125.5,144.8,556.0,1000.0,741.7,240.6,62.12,50.3,54.97,39.13,4.831,20320000.0,0.1932,13.75,0.0,0.0539022,0.333312,-0.151895
case_8703,geom_870,125.5,144.8,556.0,1000.0,741.7,240.6,62.12,50.3,54.97,39.13,36.42,8012000.0,0.291,10.55,0.0,0.0265168,0.275943,-0.127956
case_8704,geom_870,125.5,144.8,556.0,1000.0,741.7,240.6,62.12,50.3,54.97,39.13,21.34,7401000.0,0.4755,2.019,0.0,0.00809309,0.0669035,-0.0328263
case_8705,geom_870,125.5,144.8,556.0,1000.0,741.7,240.6,62.12,50.3,54.97,39.13,16.09,3664000.0,0.06147,-7.891,0.0,0.03461,-0.209173,0.0991935
case_8706,geom_870,125.5,144.8,556.0,1000.0,741.7,240.6,62.12,50.3,54.97,39.13,34.38,24750000.0,0.3707,-0.7644,0.0,0.00493721,-0.0159209,0.00705786
case_8707,geom_870,125.5,144.8,556.0,1000.0,741.7,240.6,62.12,50.3,54.97,39.13,28.71,23130000.0,0.3231,-2.485,0.0,0.00620271,-0.066668,0.0314637
case_8708,geom_870,125.5,144.8,556.0,1000.0,741.7,240.6,62.12,50.3,54.97,39.13,3.488,38800000.0,0.264,14.1,0.0,0.0579233,0.313976,-0.14065
case_8709,geom_870,125.5,144.8,556.0,1000.0,741.7,240.6,62.12,50.3,54.97,39.13,27.05,5550000.0,0.1785,-6.876,0.0,0.0163187,-0.186549,0.0883079
case_8710,geom_871,199.4,95.22,454.6,1000.0,762.9,233.9,60.94,59.76,48.61,27.18,27.96,20970000.0,0.4527,9.163,0.0,0.0237101,0.245349,-0.119103
case_8711,geom_871,199.4,95.22,454.6,1000.0,762.9,233.9,60.94,59.76,48.61,27.18,23.72,9731000.0,0.2854,-3.791,0.0,0.00969519,-0.101534,0.0495622
case_8712,geom_871,199.4,95.22,454.6,1000.0,762.9,233.9,60.94,59.76,48.61,27.18,19.59,19380000.0,0.1861,-7.096,0.0,0.0181727,-0.191788,0.0940915
case_8713,geom_871,199.4,95.22,454.6,1000.0,762.9,233.9,60.94,59.76,48.61,27.18,11.93,11620000.0,0.1058,-6.335,0.0,0.0230693,-0.169627,0.0833609
case_8714,geom_871,199.4,95.22,454.6,1000.0,762.9,233.9,60.94,59.76,48.61,27.18,31.64,28570000.0,0.337,1.916,0.0,0.00662048,0.0618315,-0.0311459
case_8715,geom_871,199.4,95.22,454.6,1000.0,762.9,233.9,60.94,59.76,48.61,27.18,14.15,7029000.0,0.08738,11.69,0.0,0.0465493,0.31234,-0.154363
case_8716,geom_871,199.4,95.22,454.6,1000.0,762.9,233.9,60.94,59.76,48.61,27.18,39.19,1276000.0,0.2704,14.31,0.0,0.059134,0.31536,-0.153201
case_8717,geom_871,199.4,95.22,454.6,1000.0,762.9,233.9,60.94,59.76,48.61,27.18,33.46,28310000.0,0.3887,2.662,0.0,0.00667822,0.085105,-0.0427672
case_8718,geom_871,199.4,95.22,454.6,1000.0,762.9,233.9,60.94,59.76,48.61,27.18,2.098,39130000.0,0.4953,18.81,0.0,0.109479,0.364622,-0.188839
case_8722,geom_872,198.7,198.6,551.5,1000.0,644.9,185.1,83.15,58.88,52.53,26.17,6.764,7142000.0,0.05251,2.523,0.0,0.0355326,0.0970143,-0.0569756
case_8723,geom_872,198.7,198.6,551.5,1000.0,644.9,185.1,83.15,58.88,52.53,26.17,34.32,5906000.0,0.1205,16.52,0.0,0.0945915,0.469202,-0.263406
case_8724,geom_872,198.7,198.6,551.5,1000.0,644.9,185.1,83.15,58.88,52.53,26.17,31.76,3440000.0,0.2789,-4.932,0.0,0.0143418,-0.17396,0.100446
case_8725,geom_872,198.7,198.6,551.5,1000.0,644.9,185.1,83.15,58.88,52.53,26.17,38.06,23700000.0,0.3987,-3.371,0.0,0.0083708,-0.124258,0.0721242
case_8726,geom_872,198.7,198.6,551.5,1000.0,644.9,185.1,83.15,58.88,52.53,26.17,25.98,4846000.0,0.4928,7.26,0.0,0.0204083,0.263577,-0.152542
case_8727,geom_872,198.7,198.6,551.5,1000.0,644.9,185.1,83.15,58.88,52.53,26.17,15.37,6807000.0,0.1564,-8.868,0.0,0.0293967,-0.310518,0.178953
case_8728,geom_872,198.7,198.6,551.5,1000.0,644.9,185.1,83.15,58.88,52.53,26.17,8.415,23910000.0,0.4175,17.08,0.0,0.117376,0.418117,-0.240051
case_8729,geom_872,198.7,198.6,551.5,1000.0,644.9,185.1,83.15,58.88,52.53,26.17,18.78,29690000.0,0.2297,-0.5097,0.0,0.00902826,-0.0123232,0.00632198
case_8730,geom_873,188.3,55.41,490.7,1000.0,834.4,197.8,83.68,42.12,44.44,32.73,12.5,14580000.0,0.1411,-0.2834,0.0,0.0115541,-0.00166051,0.000392416
case_8731,geom_873,188.3,55.41,490.7,1000.0,834.4,197.8,83.68,42.12,44.44,32.73,22.64,12130000.0,0.1138,-5.764,0.0,0.018671,-0.134182,0.0464101
case_8732,geom_873,188.3,55.41,490.7,1000.0,834.4,197.8,83.68,42.12,44.44,32.73,6.822,13920000.0,0.09131,-2.436,0.0,0.0175713,-0.0540061,0.0186698
case_8733,geom_873,188.3,55.41,490.7,1000.0,834.4,197.8,83.68,42.12,44.44,32.73,8.39,15220000.0,0.3495,15.63,0.0,0.0615617,0.25414,-0.0855774
case_8734,geom_873,188.3,55.41,490.7,1000.0,834.4,197.8,83.68,42.12,44.44,32.73,33.15,15620000.0,0.4112,12.48,0.0,0.0422506,0.223687,-0.0728642
case_8735,geom_873,188.3,55.41,490.7,1000.0,834.4,197.8,83.68,42.12,44.44,32.73,0.8782,18770000.0,0.2485,3.129,0.0,0.00855385,0.0838383,-0.0290093
case_8736,geom_873,188.3,55.41,490.7,1000.0,834.4,197.8,83.68,42.12,44.44,32.73,18.07,3728000.0,0.375,17.45,0.0,0.0759683,0.283525,-0.0981691
case_8737,geom_873,188.3,55.41,490.7,1000.0,834.4,197.8,83.68,42.12,44.44,32.73,24.72,5600000.0,0.2793,7.752,0.0,0.0177613,0.193585,-0.0670366
case_8738,geom_873,188.3,55.41,490.7,1000.0,834.4,197.8,83.68,42.12,44.44,32.73,38.28,12580000.0,0.1871,-9.841,0.0,0.0227677,-0.229746,0.0789051
case_8740,geom_874,153.0,126.0,254.0,1000.0,706.4,265.7,87.76,49.27,57.02,37.06,22.67,26590000.0,0.3663,8.666,0.0,0.0153793,0.184162,-0.0742934
case_8741,geom_874,153.0,126.0,254.0,1000.0,706.4,265.7,87.76,49.27,57.02,37.06,39.27,6589000.0,0.2329,-2.134,0.0,0.00799336,-0.0415298,0.0164371
case_8742,geom_874,153.0,126.0,254.0,1000.0,706.4,265.7,87.76,49.27,57.02,37.06,31.03,36210000.0,0.4194,-9.361,0.0,0.016564,-0.191879,0.076337
case_8743,geom_874,153.0,126.0,254.0,1000.0,706.4,265.7,87.76,49.27,57.02,37.06,5.6,1280000.0,0.179,-4.808,0.0,0.013307,-0.0937171,0.0373424
case_8744,geom_874,153.0,126.0,254.0,1000.0,706.4,265.7,87.76,49.27,57.02,37.06,25.56,17440000.0,0.2752,13.92,0.0,0.0366319,0.263584,-0.104821
case_8745,geom_874,153.0,126.0,254.0,1000.0,706.4,265.7,87.76,49.27,57.02,37.06,11.77,30490000.0,0.4855,4.128,0.0,0.00623251,0.0906046,-0.0365695
case_8746,geom_874,153.0,126.0,254.0,1000.0,706.4,265.7,87.76,49.27,57.02,37.06,0.785,7071000.0,0.1288,-0.5398,0.0,0.00984572,-0.00917362,0.00350318
case_8747,geom_874,153.0,126.0,254.0,1000.0,706.4,265.7,87.76,49.27,57.02,37.06,18.61,6288000.0,0.05807,5.634,0.0,0.0253666,0.117408,-0.0478972
case_8748,geom_874,153.0,126.0,254.0,1000.0,706.4,265.7,87.76,49.27,57.02,37.06,35.38,2863000.0,0.3371,14.44,0.0,0.042937,0.263186,-0.104731
case_8750,geom_875,162.1,77.4,248.1,1000.0,666.2,268.3,75.72,42.24,50.76,28.25,33.09,11010000.0,0.2377,18.48,0.0,0.0546387,0.261148,-0.0800267
case_8751,geom_875,162.1,77.4,248.1,1000.0,666.2,268.3,75.72,42.24,50.76,28.25,4.417,54280000.0,0.2945,-9.321,0.0,0.0141889,-0.152457,0.0441747
case_8752,geom_875,162.1,77.4,248.1,1000.0,666.2,268.3,75.72,42.24,50.76,28.25,1.514,32520000.0,0.1916,14.52,0.0,0.0345928,0.220673,-0.0657051
case_8753,geom_875,162.1,77.4,248.1,1000.0,666.2,268.3,75.72,42.24,50.76,28.25,37.75,1152000.0,0.06722,7.056,0.0,0.023681,0.117199,-0.0353176
case_8754,geom_875,162.1,77.4,248.1,1000.0,666.2,268.3,75.72,42.24,50.76,28.25,16.83,2378000.0,0.1484,8.45,0.0,0.0183366,0.137415,-0.0404923
case_8755,geom_875,162.1,77.4,248.1,1000.0,666.2,268.3,75.72,42.24,50.76,28.25,20.98,17270000.0,0.4215,3.695,0.0,0.00702794,0.0631301,-0.0182305
case_8756,geom_875,162.1,77.4,248.1,1000.0,666.2,268.3,75.72,42.24,50.76,28.25,30.46,23240000.0,0.4013,-2.259,0.0,0.00588775,-0.0356361,0.0100052
case_8757,geom_875,162.1,77.4,248.1,1000.0,666.2,268.3,75.72,42.24,50.76,28.25,9.8,4235000.0,0.3295,-0.3884,0.0,0.00653554,-0.00464781,0.00116615
case_8758,geom_875,162.1,77.4,248.1,1000.0,666.2,268.3,75.72,42.24,50.76,28.25,12.25,6755000.0,0.1011,-4.376,0.0,0.013546,-0.0696984,0.0203626
case_8759,geom_875,162.1,77.4,248.1,1000.0,666.2,268.3,75.72,42.24,50.76,28.25,26.86,47130000.0,0.4839,12.49,0.0,0.0264722,0.190295,-0.0548185
case_8760,geom_876,157.2,63.89,274.4,1000.0,663.6,266.1,74.45,57.3,56.78,35.72,1.189,7728000.0,0.112,9.211,0.0,0.0215899,0.154338,-0.0618102
case_8761,geom_876,157.2,63.89,274.4,1000.0,663.6,266.1,74.45,57.3,56.78,35.72,8.627,11260000.0,0.07997,4.97,0.0,0.0171888,0.0855805,-0.0343798
case_8762,geom_876,157.2,63.89,274.4,1000.0,663.6,266.1,74.45,57.3,56.78,35.72,19.29,38250000.0,0.4523,16.27,0.0,0.0555602,0.189699,-0.0817722
case_8763,geom_876,157.2,63.89,274.4,1000.0,663.6,266.1,74.45,57.3,56.78,35.72,34.91,701000.0,0.2608,6.127,0.0,0.0129237,0.101378,-0.0403146
case_8764,geom_876,157.2,63.89,274.4,1000.0,663.6,266.1,74.45,57.3,56.78,35.72,28.82,37550000.0,0.3987,0.5715,0.0,0.00351584,0.0121463,-0.00496934
case_8766,geom_876,157.2,63.89,274.4,1000.0,663.6,266.1,74.45,57.3,56.78,35.72,39.53,4670000.0,0.4763,-3.529,0.0,0.00720142,-0.0584342,0.0229179
case_8767,geom_876,157.2,63.89,274.4,1000.0,663.6,266.1,74.45,57.3,56.78,35.72,21.74,16800000.0,0.3518,-7.96,0.0,0.0114043,-0.135668,0.0537824
case_8768,geom_876,157.2,63.89,274.4,1000.0,663.6,266.1,74.45,57.3,56.78,35.72,4.704,38230000.0,0.2241,-4.654,0.0,0.00779647,-0.0766498,0.0302506
case_8769,geom_876,157.2,63.89,274.4,1000.0,663.6,266.1,74.45,57.3,56.78,35.72,15.28,11580000.0,0.1504,13.2,0.0,0.0302059,0.215584,-0.0861759
case_8770,geom_877,151.7,67.52,507.6,1000.0,733.4,236.8,70.87,57.64,46.58,34.45,24.52,28110000.0,0.4578,11.84,0.0,0.038302,0.217672,-0.0893823
case_8771,geom_877,151.7,67.52,507.6,1000.0,733.4,236.8,70.87,57.64,46.58,34.45,20.4,4133000.0,0.08116,-6.232,0.0,0.0232165,-0.141412,0.0610682
case_8772,geom_877,151.7,67.52,507.6,1000.0,733.4,236.8,70.87,57.64,46.58,34.45,1.928,56020000.0,0.3948,-3.746,0.0,0.00591426,-0.0902161,0.0387119
case_8773,geom_877,151.7,67.52,507.6,1000.0,733.4,236.8,70.87,57.64,46.58,34.45,16.26,37330000.0,0.2735,3.541,0.0,0.0075974,0.0945728,-0.0413386
case_8774,geom_877,151.7,67.52,507.6,1000.0,733.4,236.8,70.87,57.64,46.58,34.45,8.771,7555000.0,0.1735,0.3643,0.0,0.00908056,0.0150382,-0.00684769
case_8775,geom_877,151.7,67.52,507.6,1000.0,733.4,236.8,70.87,57.64,46.58,34.45,39.24,21270000.0,0.4238,9.803,0.0,0.0217762,0.227543,-0.0954568
case_8776,geom_877,151.7,67.52,507.6,1000.0,733.4,236.8,70.87,57.64,46.58,34.45,34.09,1335000.0,0.1008,14.81,0.0,0.0534975,0.30769,-0.131416
case_8777,geom_877,151.7,67.52,507.6,1000.0,733.4,236.8,70.87,57.64,46.58,34.45,28.36,1414000.0,0.3224,18.22,0.0,0.0802335,0.288538,-0.124804
case_8778,geom_877,151.7,67.52,507.6,1000.0,733.4,236.8,70.87,57.64,46.58,34.45,15.22,28380000.0,0.2169,7.35,0.0,0.014691,0.186883,-0.0814098
case_8779,geom_877,151.7,67.52,507.6,1000.0,733.4,236.8,70.87,57.64,46.58,34.45,7.036,28870000.0,0.3149,-7.994,0.0,0.0135334,-0.195652,0.0844564
case_8780,geom_878,130.6,188.4,597.8,1000.0,552.3,209.3,60.99,46.76,43.3,26.39,9.001,6909000.0,0.285,-4.7,0.0,0.0115371,-0.140768,0.0543155
case_8781,geom_878,130.6,188.4,597.8,1000.0,552.3,209.3,60.99,46.76,43.3,26.39,12.24,20260000.0,0.4225,13.42,0.0,0.0463296,0.34318,-0.127434
case_8782,geom_878,130.6,188.4,597.8,1000.0,552.3,209.3,60.99,46.76,43.3,26.39,0.9668,26140000.0,0.1357,15.83,0.0,0.076192,0.362489,-0.136726
case_8783,geom_878,130.6,188.4,597.8,1000.0,552.3,209.3,60.99,46.76,43.3,26.39,31.22,10140000.0,0.1889,7.895,0.0,0.0196974,0.250452,-0.097689
case_8784,geom_878,130.6,188.4,597.8,1000.0,552.3,209.3,60.99,46.76,43.3,26.39,27.63,5868000.0,0.08315,-2.648,0.0,0.0197792,-0.0740709,0.0284852
case_8785,geom_878,130.6,188.4,597.8,1000.0,552.3,209.3,60.99,46.76,43.3,26.39,6.677,80170000.0,0.4594,2.786,0.0,0.0057166,0.107106,-0.0428682
case_8786,geom_878,130.6,188.4,597.8,1000.0,552.3,209.3,60.99,46.76,43.3,26.39,22.78,10950000.0,0.2367,18.35,0.0,0.104832,0.355138,-0.138987
case_8787,geom_878,130.6,188.4,597.8,1000.0,552.3,209.3,60.99,46.76,43.3,26.39,18.43,37560000.0,0.3634,9.632,0.0,0.0237388,0.292336,-0.111544
case_8788,geom_878,130.6,188.4,597.8,1000.0,552.3,209.3,60.99,46.76,43.3,26.39,32.5,6320000.0,0.1517,0.3378,0.0,0.0113013,0.01861,-0.00778189
case_8789,geom_878,130.6,188.4,597.8,1000.0,552.3,209.3,60.99,46.76,43.3,26.39,39.0,1904000.0,0.3768,-8.564,0.0,0.0204468,-0.253183,0.0969187
case_8790,geom_879,194.9,137.9,276.7,1000.0,753.3,273.0,73.15,52.68,59.82,35.8,27.6,7281000.0,0.09556,7.64,0.0,0.0278693,0.198369,-0.0964864
case_8793,geom_879,194.9,137.9,276.7,1000.0,753.3,273.0,73.15,52.68,59.82,35.8,37.65,4584000.0,0.4111,1.707,0.0,0.00875147,0.0472336,-0.0232057
case_8795,geom_879,194.9,137.9,276.7,1000.0,753.3,273.0,73.15,52.68,59.82,35.8,11.45,11900000.0,0.08777,-7.097,0.0,0.0267945,-0.18095,0.087642
case_8796,geom_879,194.9,137.9,276.7,1000.0,753.3,273.0,73.15,52.68,59.82,35.8,33.78,625500.0,0.1614,18.87,0.0,0.107838,0.396777,-0.197435
case_8797,geom_879,194.9,137.9,276.7,1000.0,753.3,273.0,73.15,52.68,59.82,35.8,28.08,18150000.0,0.3166,9.014,0.0,0.0210751,0.238819,-0.115964
case_8798,geom_879,194.9,137.9,276.7,1000.0,753.3,273.0,73.15,52.68,59.82,35.8,12.29,18740000.0,0.459,16.0,0.0,0.0883694,0.314261,-0.161723
case_8799,geom_879,194.9,137.9,276.7,1000.0,753.3,273.0,73.15,52.68,59.82,35.8,6.613,42690000.0,0.3261,-6.025,0.0,0.0117551,-0.158568,0.0767311
case_8800,geom_880,104.0,79.58,601.2,1000.0,747.9,248.1,83.87,44.92,59.48,27.62,31.43,3683000.0,0.1513,5.279,0.0,0.0150296,0.13208,-0.0500425
case_8801,geom_880,104.0,79.58,601.2,1000.0,747.9,248.1,83.87,44.92,59.48,27.62,2.267,4182000.0,0.2162,4.123,0.0,0.0115309,0.106031,-0.0402254
case_8802,geom_880,104.0,79.58,601.2,1000.0,747.9,248.1,83.87,44.92,59.48,27.62,18.35,49650000.0,0.4375,-5.141,0.0,0.0068247,-0.131895,0.0496751
case_8803,geom_880,104.0,79.58,601.2,1000.0,747.9,248.1,83.87,44.92,59.48,27.62,24.73,11580000.0,0.2595,10.78,0.0,0.0227657,0.256178,-0.0961469
case_8804,geom_880,104.0,79.58,601.2,1000.0,747.9,248.1,83.87,44.92,59.48,27.62,38.84,24780000.0,0.4733,12.28,0.0,0.0395254,0.19041,-0.0678058
case_8805,geom_880,104.0,79.58,601.2,1000.0,747.9,248.1,83.87,44.92,59.48,27.62,15.98,2613000.0,0.128,-3.075,0.0,0.0137209,-0.0661134,0.0246696
case_8806,geom_880,104.0,79.58,601.2,1000.0,747.9,248.1,83.87,44.92,59.48,27.62,11.67,61060000.0,0.3799,1.334,0.0,0.00436348,0.0430439,-0.0166216
case_8807,geom_880,104.0,79.58,601.2,1000.0,747.9,248.1,83.87,44.92,59.48,27.62,32.79,16960000.0,0.3207,16.17,0.0,0.0504668,0.300338,-0.109591
case_8808,geom_880,104.0,79.58,601.2,1000.0,747.9,248.1,83.87,44.92,59.48,27.62,5.907,9152000.0,0.0791,17.16,0.0,0.0624286,0.35091,-0.13192
case_8809,geom_880,104.0,79.58,601.2,1000.0,747.9,248.1,83.87,44.92,59.48,27.62,22.59,17310000.0,0.3171,-9.823,0.0,0.0181599,-0.230427,0.0858799
case_8810,geom_881,193.3,107.4,641.5,1000.0,600.2,278.9,77.98,43.39,54.92,32.18,6.85,15470000.0,0.1357,9.195,0.0,0.0312584,0.345526,-0.157156
case_8811,geom_881,193.3,107.4,641.5,1000.0,600.2,278.9,77.98,43.39,54.92,32.18,13.65,24300000.0,0.1762,13.14,0.0,0.05739,0.435176,-0.190987
case_8812,geom_881,193.3,107.4,641.5,1000.0,600.2,278.9,77.98,43.39,54.92,32.18,28.96,238100.0,0.08432,-9.723,0.0,0.0542537,-0.329698,0.148509
case_8813,geom_881,193.3,107.4,641.5,1000.0,600.2,278.9,77.98,43.39,54.92,32.18,16.87,40500000.0,0.2852,7.761,0.0,0.0192208,0.309245,-0.141663
case_8814,geom_881,193.3,107.4,641.5,1000.0,600.2,278.9,77.98,43.39,54.92,32.18,22.03,38330000.0,0.4358,19.56,0.0,0.14613,0.435089,-0.198426
case_8815,geom_881,193.3,107.4,641.5,1000.0,600.2,278.9,77.98,43.39,54.92,32.18,38.17,6302000.0,0.2618,-5.968,0.0,0.0172985,-0.213057,0.0958808
case_8816,geom_881,193.3,107.4,641.5,1000.0,600.2,278.9,77.98,43.39,54.92,32.18,32.3,11540000.0,0.1967,-2.58,0.0,0.011141,-0.0886676,0.0396388
case_8817,geom_881,193.3,107.4,641.5,1000.0,600.2,278.9,77.98,43.39,54.92,32.18,24.3,8891000.0,0.3239,16.11,0.0,0.0985695,0.387873,-0.168509
case_8818,geom_881,193.3,107.4,641.5,1000.0,600.2,278.9,77.98,43.39,54.92,32.18,9.466,16010000.0,0.4697,4.76,0.0,0.0131538,0.199478,-0.0920263
case_8819,geom_881,193.3,107.4,641.5,1000.0,600.2,278.9,77.98,43.39,54.92,32.18,0.3202,46090000.0,0.409,-0.8822,0.0,0.00526066,-0.0258618,0.0110896
case_8820,geom_882,106.1,103.2,265.9,1000.0,663.4,199.9,65.34,45.13,56.69,35.29,5.276,19200000.0,0.124,17.52,0.0,0.0400054,0.216286,-0.0690239
case_8821,geom_882,106.1,103.2,265.9,1000.0,663.4,199.9,65.34,45.13,56.69,35.29,34.63,1318000.0,0.06151,-7.474,0.0,0.0243137,-0.0981411,0.0315861
case_8822,geom_882,106.1,103.2,265.9,1000.0,663.4,199.9,65.34,45.13,56.69,35.29,23.59,10690000.0,0.1508,10.42,0.0,0.0176865,0.139775,-0.0442774
case_8823,geom_882,106.1,103.2,265.9,1000.0,663.4,199.9,65.34,45.13,56.69,35.29,25.84,2986000.0,0.3664,-3.938,0.0,0.00663338,-0.0518349,0.0160265
case_8824,geom_882,106.1,103.2,265.9,1000.0,663.4,199.9,65.34,45.13,56.69,35.29,29.41,10960000.0,0.3271,3.75,0.0,0.00634178,0.0531577,-0.0167517
case_8825,geom_882,106.1,103.2,265.9,1000.0,663.4,199.9,65.34,45.13,56.69,35.29,19.37,9973000.0,0.4695,-5.172,0.0,0.00680214,-0.0711273,0.02208
case_8826,geom_882,106.1,103.2,265.9,1000.0,663.4,199.9,65.34,45.13,56.69,35.29,10.9,42320000.0,0.4532,-0.3669,0.0,0.00251117,-0.00330168,0.00087959
case_8827,geom_882,106.1,103.2,265.9,1000.0,663.4,199.9,65.34,45.13,56.69,35.29,3.285,30600000.0,0.2944,14.21,0.0,0.0308611,0.148572,-0.0463907
case_8828,geom_882,106.1,103.2,265.9,1000.0,663.4,199.9,65.34,45.13,56.69,35.29,37.64,17730000.0,0.2708,13.63,0.0,0.0228392,0.174592,-0.0546187
case_8829,geom_882,106.1,103.2,265.9,1000.0,663.4,199.9,65.34,45.13,56.69,35.29,14.44,25740000.0,0.1987,6.789,0.0,0.00917658,0.0948146,-0.0299931
case_8830,geom_883,168.1,174.5,433.9,1000.0,708.7,263.2,62.49,49.69,47.14,30.85,36.13,925600.0,0.4033,10.63,0.0,0.0389377,0.305125,-0.130291
case_8832,geom_883,168.1,174.5,433.9,1000.0,708.7,263.2,62.49,49.69,47.14,30.85,34.48,4729000.0,0.1063,7.654,0.0,0.0284836,0.248794,-0.109521
case_8833,geom_883,168.1,174.5,433.9,1000.0,708.7,263.2,62.49,49.69,47.14,30.85,24.22,3323000.0,0.1735,-6.98,0.0,0.0204847,-0.217289,0.0943885
case_8835,geom_883,168.1,174.5,433.9,1000.0,708.7,263.2,62.49,49.69,47.14,30.85,4.939,13600000.0,0.1906,12.69,0.0,0.0434252,0.387437,-0.167391
case_8836,geom_883,168.1,174.5,433.9,1000.0,708.7,263.2,62.49,49.69,47.14,30.85,10.78,7209000.0,0.05714,-1.772,0.0,0.0275203,-0.0521939,0.0226807
case_8837,geom_883,168.1,174.5,433.9,1000.0,708.7,263.2,62.49,49.69,47.14,30.85,17.9,44290000.0,0.3474,-7.891,0.0,0.0175166,-0.263152,0.115227
case_8838,geom_883,168.1,174.5,433.9,1000.0,708.7,263.2,62.49,49.69,47.14,30.85,13.98,23630000.0,0.3145,19.65,0.0,0.139924,0.421892,-0.197936
case_8839,geom_883,168.1,174.5,433.9,1000.0,708.7,263.2,62.49,49.69,47.14,30.85,30.01,14490000.0,0.2385,15.59,0.0,0.0793364,0.367022,-0.158441
case_8840,geom_884,132.3,111.8,446.4,1000.0,688.4,242.8,81.03,49.84,41.76,39.97,10.67,320000.0,0.07606,-2.383,0.0,0.0282138,-0.0513383,0.0195377
case_8841,geom_884,132.3,111.8,446.4,1000.0,688.4,242.8,81.03,49.84,41.76,39.97,32.44,9754000.0,0.268,13.41,0.0,0.0362161,0.296309,-0.109713
case_8842,geom_884,132.3,111.8,446.4,1000.0,688.4,242.8,81.03,49.84,41.76,39.97,24.46,5730000.0,0.09554,4.092,0.0,0.0163789,0.103001,-0.0396264
case_8843,geom_884,132.3,111.8,446.4,1000.0,688.4,242.8,81.03,49.84,41.76,39.97,13.42,24700000.0,0.2183,7.86,0.0,0.0152409,0.194852,-0.0743203
case_8844,geom_884,132.3,111.8,446.4,1000.0,688.4,242.8,81.03,49.84,41.76,39.97,5.031,83750000.0,0.4432,-7.883,0.0,0.0138157,-0.195688,0.0737741
case_8846,geom_884,132.3,111.8,446.4,1000.0,688.4,242.8,81.03,49.84,41.76,39.97,1.209,24410000.0,0.1781,-6.284,0.0,0.0127859,-0.148013,0.055996
